person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,log_person_income
RENT,4.0,VENTURE,B,5000,10.995555082490686,0,0.11,N,7,10.737352740034952
RENT,2.0,HOMEIMPROVEMENT,E,25000,17.19,1,0.2,N,6,11.719939634354557
RENT,12.0,MEDICAL,C,1800,10.995555082490686,0,0.03,Y,8,10.888259024780478
MORTGAGE,4.0,EDUCATION,A,3000,6.03,0,0.05,N,10,11.097410021008562
RENT,1.0,PERSONAL,C,10000,11.66,0,0.16,N,5,11.06663836234181
RENT,6.0,VENTURE,C,18000,14.65,1,0.43,Y,8,10.645424897265505
MORTGAGE,14.0,DEBTCONSOLIDATION,A,9600,6.91,0,0.07,N,5,11.84939770159144
RENT,2.0,PERSONAL,B,1500,10.995555082490686,0,0.03,N,10,10.683385659504728
MORTGAGE,16.0,EDUCATION,C,9000,13.47,0,0.26,N,8,10.465956409453955
MORTGAGE,11.0,DEBTCONSOLIDATION,A,4000,8.9,0,0.08,N,7,10.819778284410283
MORTGAGE,5.0,HOMEIMPROVEMENT,B,3500,11.49,0,0.07,N,7,10.851683845421269
MORTGAGE,12.0,PERSONAL,A,12000,6.03,0,0.2,N,5,11.018629143155447
RENT,3.0,MEDICAL,C,2500,13.49,0,0.05,N,10,10.819778284410283
RENT,8.0,MEDICAL,D,15000,14.09,1,0.31,Y,5,10.799493941107576
MORTGAGE,4.0,DEBTCONSOLIDATION,C,3000,13.35,0,0.01,Y,7,12.323855681186558
MORTGAGE,3.0,VENTURE,A,3000,7.9,0,0.04,N,8,11.225243392518449
RENT,6.0,HOMEIMPROVEMENT,D,19000,14.83,1,0.37,N,10,10.849337086651827
RENT,0.0,VENTURE,E,20000,10.995555082490686,1,0.19,N,7,11.56171562913966
MORTGAGE,3.0,VENTURE,C,17375,14.27,0,0.36,Y,10,10.778956289890028
MORTGAGE,3.0,PERSONAL,A,5150,6.62,0,0.05,N,7,11.617285480294472
MORTGAGE,13.0,DEBTCONSOLIDATION,A,7500,8.9,0,0.09,N,6,11.326595886778737
RENT,3.0,HOMEIMPROVEMENT,D,10800,14.91,0,0.15,N,6,11.15619337654164
MORTGAGE,1.0,DEBTCONSOLIDATION,B,12000,11.86,0,0.27,N,5,10.714417768752456
MORTGAGE,4.0,EDUCATION,C,2400,14.72,1,0.14,Y,5,9.72052579085475
RENT,2.0,DEBTCONSOLIDATION,A,12000,8.9,1,0.4,N,7,10.308952660644293
MORTGAGE,18.0,EDUCATION,C,6000,12.23,0,0.05,Y,5,11.60093634229294
RENT,4.0,VENTURE,B,9000,10.995555082490686,0,0.11,N,7,11.348050821779994
RENT,1.0,DEBTCONSOLIDATION,A,3600,8.59,0,0.09,N,5,10.596634733096073
RENT,4.0,MEDICAL,B,6000,10.36,0,0.16,N,8,10.51867319162636
MORTGAGE,2.0,VENTURE,B,14000,10.36,0,0.24,N,7,10.985292722887856
RENT,18.0,DEBTCONSOLIDATION,B,13000,10.62,0,0.25,N,8,10.87443690971408
MORTGAGE,16.0,MEDICAL,A,16000,5.99,0,0.4,N,9,10.596634733096073
MORTGAGE,4.0,EDUCATION,A,19150,6.99,0,0.24,N,6,11.278468153755746
MORTGAGE,16.0,DEBTCONSOLIDATION,A,7000,7.14,0,0.07,N,10,11.512885464170209
RENT,10.0,DEBTCONSOLIDATION,D,15000,14.96,1,0.19,N,9,11.26446410567173
RENT,15.0,HOMEIMPROVEMENT,C,12000,14.26,0,0.12,N,10,11.502875129116727
RENT,1.0,PERSONAL,A,1400,7.9,0,0.05,N,8,10.268130666124035
MORTGAGE,7.0,MEDICAL,B,7000,10.995555082490686,0,0.11,N,5,11.082142548877776
MORTGAGE,2.0,HOMEIMPROVEMENT,B,7125,9.99,1,0.13,N,6,10.896739325546411
MORTGAGE,4.0,EDUCATION,C,12000,12.98,0,0.13,N,5,11.407564949312402
RENT,9.0,HOMEIMPROVEMENT,E,15000,16.32,0,0.1,Y,5,11.918390573078392
RENT,2.0,PERSONAL,D,5000,16.07,1,0.18,N,8,10.23995978915734
OWN,4.0,MEDICAL,C,4000,15.23,0,0.1,Y,5,10.645424897265505
RENT,1.0,MEDICAL,B,3300,11.71,0,0.07,N,5,10.709070162425862
RENT,7.0,MEDICAL,D,24250,15.31,1,0.3855325914149443,N,6,11.049301442688533
RENT,2.0,HOMEIMPROVEMENT,C,7200,13.98,0,0.11,Y,5,11.082142548877776
RENT,2.0,VENTURE,C,4000,13.11,1,0.2,N,5,9.903487552536127
RENT,1.0,DEBTCONSOLIDATION,A,2000,5.99,1,0.1,N,6,9.862665558015872
MORTGAGE,5.0,HOMEIMPROVEMENT,A,15000,10.995555082490686,0,0.5,N,8,10.308952660644293
OWN,4.0,MEDICAL,A,6000,6.62,0,0.11,N,5,10.896739325546411
RENT,4.0,MEDICAL,A,10000,6.62,0,0.12,N,6,11.350406535472452
MORTGAGE,0.0,HOMEIMPROVEMENT,A,15000,9.63,0,0.15,N,5,11.512925464970229
OWN,2.0,MEDICAL,A,3600,6.99,0,0.09,N,10,10.596634733096073
MORTGAGE,12.0,MEDICAL,B,7000,11.89,0,0.13,N,9,10.89807177078019
RENT,2.0,EDUCATION,A,13250,7.9,0,0.29,N,9,10.714417768752456
MORTGAGE,5.0,VENTURE,B,4200,11.36,0,0.13,N,6,10.404262840448617
MORTGAGE,4.0,VENTURE,C,5000,12.87,0,0.05,N,8,11.589886506106357
MORTGAGE,8.0,DEBTCONSOLIDATION,A,3000,7.29,0,0.1,N,7,10.308952660644293
MORTGAGE,2.0,MEDICAL,C,7000,13.79,0,0.1,Y,8,11.191341840842766
RENT,1.0,HOMEIMPROVEMENT,E,10000,15.45,1,0.2,N,8,10.799493941107576
RENT,2.0,DEBTCONSOLIDATION,B,3000,11.12,0,0.08,N,5,10.521102670483636
RENT,2.0,PERSONAL,B,4000,12.69,0,0.03,N,8,11.652687407345388
MORTGAGE,14.0,MEDICAL,B,25000,11.12,0,0.18,N,6,11.83500896413934
MORTGAGE,8.0,PERSONAL,A,22000,6.91,0,0.24,N,5,11.424749774066504
RENT,4.0,VENTURE,C,7200,15.27,0,0.24,Y,8,10.308952660644293
RENT,3.0,PERSONAL,E,10000,17.04,0,0.08,N,10,11.695247021764184
MORTGAGE,1.0,HOMEIMPROVEMENT,C,20000,14.26,1,0.26,N,9,11.26446410567173
RENT,0.0,PERSONAL,B,12800,11.83,0,0.29,N,8,10.706385597055192
MORTGAGE,9.0,PERSONAL,C,5000,10.995555082490686,0,0.09,N,6,10.92665764603738
RENT,4.0,PERSONAL,C,13275,10.995555082490686,1,0.41,Y,6,10.374740401182295
OWN,13.0,VENTURE,A,11000,8.49,0,0.07,N,7,11.970350312009105
OWN,8.0,PERSONAL,B,8000,12.21,0,0.18,N,5,10.714417768752456
RENT,6.0,DEBTCONSOLIDATION,C,9600,10.995555082490686,0,0.08,N,5,11.635143097694478
RENT,3.0,MEDICAL,B,2525,12.21,0,0.09,N,10,10.203592144986466
RENT,2.0,EDUCATION,C,25000,10.59,1,0.52,Y,5,10.778956289890028
RENT,5.0,HOMEIMPROVEMENT,A,5900,9.32,0,0.1,N,6,10.968198289528557
RENT,3.0,VENTURE,B,1700,11.12,0,0.09,N,8,9.798127036878302
MORTGAGE,12.0,EDUCATION,A,8400,7.51,0,0.15,N,6,10.927807236622384
MORTGAGE,5.0,MEDICAL,A,6075,6.03,0,0.09,N,6,11.101945176173954
RENT,1.0,HOMEIMPROVEMENT,B,10000,12.69,0,0.16,N,8,11.06663836234181
RENT,4.0,EDUCATION,A,12000,7.88,0,0.27,N,5,10.714417768752456
MORTGAGE,7.0,DEBTCONSOLIDATION,D,20000,10.995555082490686,1,0.18,N,8,11.635143097694478
RENT,11.0,MEDICAL,B,17725,11.49,1,0.55,N,7,10.380342656730964
RENT,3.0,VENTURE,C,4500,13.61,0,0.06,Y,8,11.213170811284176
RENT,1.0,PERSONAL,A,10625,7.9,0,0.3,N,6,10.46310334047155
RENT,3.0,EDUCATION,C,3000,12.61,0,0.07,Y,8,10.714417768752456
MORTGAGE,1.0,HOMEIMPROVEMENT,B,3275,9.33,0,0.05,N,8,11.03488966402723
MORTGAGE,1.0,MEDICAL,B,7800,9.63,0,0.04,N,5,12.206072645530174
RENT,2.0,MEDICAL,B,5000,10.62,0,0.11,N,9,10.757902880692196
RENT,2.0,MEDICAL,C,12000,13.48,1,0.32,N,8,10.543233956368958
OWN,1.0,EDUCATION,D,12000,14.54,0,0.25,N,7,10.778956289890028
RENT,7.0,MEDICAL,B,9600,10.99,0,0.28,N,7,10.4341158035983
RENT,3.0,VENTURE,B,8000,10.995555082490686,0,0.21,N,9,10.545341438708522
RENT,0.0,VENTURE,B,2400,11.11,0,0.03,N,6,11.15619337654164
MORTGAGE,6.0,VENTURE,A,6000,7.51,0,0.08,N,5,11.225243392518449
MORTGAGE,6.0,VENTURE,A,10000,5.42,0,0.1,N,9,11.512885464170209
MORTGAGE,4.0,MEDICAL,A,5000,7.9,0,0.06,N,5,11.366742954792146
RENT,3.0,HOMEIMPROVEMENT,A,3625,6.03,0,0.06,N,8,11.082142548877776
RENT,4.0,DEBTCONSOLIDATION,D,1000,14.91,1,0.04,Y,10,10.085809109330082
RENT,2.0,VENTURE,D,6400,14.96,1,0.1,N,6,11.097410021008562
MORTGAGE,6.0,PERSONAL,B,15000,11.83,0,0.21,N,7,11.198214720130528
MORTGAGE,4.0,VENTURE,A,12000,7.51,0,0.18,N,9,11.097410021008562
MORTGAGE,2.0,MEDICAL,A,15000,5.42,0,0.11,N,6,11.813030057420567
RENT,8.0,VENTURE,C,3600,15.23,0,0.02,Y,9,11.982929094215963
MORTGAGE,0.0,DEBTCONSOLIDATION,A,4000,10.995555082490686,0,0.08,N,6,10.819778284410283
RENT,13.0,DEBTCONSOLIDATION,C,9000,10.995555082490686,0,0.15,N,7,11.03488966402723
OWN,1.0,HOMEIMPROVEMENT,B,7750,11.83,0,0.37,N,7,9.95227771670556
MORTGAGE,4.0,VENTURE,A,7500,5.99,0,0.19,N,8,10.596634733096073
RENT,2.0,VENTURE,D,7000,14.91,1,0.175,Y,8,10.596634733096073
MORTGAGE,2.0,HOMEIMPROVEMENT,E,15000,16.35,0,0.11,N,5,11.84939770159144
MORTGAGE,16.0,MEDICAL,A,6000,6.62,0,0.1,N,5,11.002099841204238
RENT,17.0,VENTURE,A,7000,8.0,0,0.1,N,10,11.13470580575226
MORTGAGE,9.0,PERSONAL,A,10000,6.54,0,0.13,N,5,11.26446410567173
MORTGAGE,1.0,MEDICAL,B,15250,12.53,0,0.45,N,8,10.422281345951296
MORTGAGE,12.0,HOMEIMPROVEMENT,A,2275,6.17,0,0.07,N,10,10.373491181781864
RENT,5.0,DEBTCONSOLIDATION,C,12000,14.22,1,0.43,N,8,10.23995978915734
MORTGAGE,4.0,VENTURE,B,3000,11.99,0,0.06,N,6,10.778956289890028
MORTGAGE,12.0,MEDICAL,D,20000,10.995555082490686,1,0.2557544757033248,Y,5,11.267024926533402
MORTGAGE,4.0,DEBTCONSOLIDATION,A,8000,5.42,0,0.1,N,5,11.279731577802515
RENT,3.0,EDUCATION,B,12000,12.53,0,0.24,N,8,10.799493941107576
MORTGAGE,4.0,DEBTCONSOLIDATION,A,6000,10.995555082490686,0,0.06,N,8,11.54244543150622
MORTGAGE,13.0,DEBTCONSOLIDATION,B,10000,12.21,0,0.11,N,7,11.407564949312402
RENT,0.0,DEBTCONSOLIDATION,B,1500,11.48,1,0.08,N,8,9.798127036878302
RENT,6.0,EDUCATION,B,4000,10.59,0,0.14,N,8,10.259412215084156
MORTGAGE,4.0,HOMEIMPROVEMENT,B,10000,10.75,0,0.24,N,6,10.645424897265505
MORTGAGE,13.0,DEBTCONSOLIDATION,C,10000,14.27,0,0.11,Y,10,11.451050061252142
MORTGAGE,2.0,PERSONAL,C,8000,13.23,0,0.04,N,9,12.100712129872347
MORTGAGE,0.0,HOMEIMPROVEMENT,B,6600,10.995555082490686,0,0.09,N,9,11.184421397998191
RENT,10.0,MEDICAL,D,7600,14.59,1,0.17,N,7,10.714417768752456
RENT,10.0,VENTURE,B,3000,11.49,0,0.05,N,5,10.98189713388672
RENT,4.0,PERSONAL,B,7000,11.49,0,0.14,N,9,10.819778284410283
MORTGAGE,5.0,VENTURE,F,19400,18.53,0,0.32,Y,10,11.002099841204238
RENT,2.0,MEDICAL,B,9000,12.53,0,0.225,N,8,10.596634733096073
RENT,9.0,HOMEIMPROVEMENT,D,2750,14.84,1,0.16,Y,6,9.72913416539135
RENT,11.0,HOMEIMPROVEMENT,B,10000,11.36,0,0.18,N,10,10.937614651977828
OWN,1.0,HOMEIMPROVEMENT,A,10000,8.94,0,0.26,N,9,10.545341438708522
RENT,3.0,DEBTCONSOLIDATION,D,14000,15.28,1,0.26,Y,10,10.878122661384529
RENT,3.0,MEDICAL,C,7175,12.99,0,0.18,Y,6,10.59913161329466
MORTGAGE,6.0,DEBTCONSOLIDATION,A,6500,5.42,0,0.01,N,9,13.081541382884074
MORTGAGE,4.0,VENTURE,B,10000,10.25,0,0.14,N,8,11.156250521031495
MORTGAGE,2.0,EDUCATION,C,6000,14.17,0,0.075,Y,9,11.289781913656018
RENT,0.0,EDUCATION,E,8575,19.42,1,0.31,Y,10,10.234229114448356
MORTGAGE,13.0,MEDICAL,D,8400,15.99,1,0.0915032679738562,N,9,11.427367576608582
OWN,5.0,PERSONAL,B,18000,10.995555082490686,0,0.21,N,9,11.362102575235644
MORTGAGE,7.0,MEDICAL,A,8000,6.99,0,0.08,N,8,11.472103470449971
RENT,2.0,HOMEIMPROVEMENT,D,12000,15.31,1,0.22,N,6,10.896739325546411
OWN,5.0,VENTURE,C,10000,13.49,0,0.4,Y,6,10.126631103850338
MORTGAGE,6.0,DEBTCONSOLIDATION,A,3000,6.99,0,0.07,N,5,10.727662995502476
RENT,4.0,VENTURE,D,10000,10.995555082490686,0,0.25,Y,10,10.596634733096073
RENT,2.0,MEDICAL,F,20000,17.58,1,0.2643649293484726,N,8,11.233912374742172
MORTGAGE,11.0,DEBTCONSOLIDATION,A,20000,6.54,0,0.31,N,5,11.064197886802448
MORTGAGE,0.0,MEDICAL,A,9000,10.995555082490686,0,0.18,N,10,10.819778284410283
RENT,4.0,MEDICAL,A,4800,6.76,1,0.34,N,7,9.552226498441476
RENT,4.0,VENTURE,B,12000,10.99,0,0.1,N,5,11.695247021764184
RENT,0.0,DEBTCONSOLIDATION,A,6500,8.49,0,0.22,N,10,10.308952660644293
RENT,1.0,HOMEIMPROVEMENT,C,16200,13.99,1,0.32,Y,6,10.819778284410283
MORTGAGE,3.0,DEBTCONSOLIDATION,A,7000,7.29,0,0.08,N,10,11.33857207782545
RENT,2.0,EDUCATION,B,3000,10.37,0,0.06,N,9,10.819778284410283
RENT,5.0,PERSONAL,B,12000,10.62,0,0.15,N,6,11.26446410567173
RENT,11.0,VENTURE,B,10000,10.62,0,0.17,N,10,11.004297424747724
RENT,4.0,PERSONAL,A,5000,7.9,1,0.15,N,5,10.4341158035983
OWN,5.0,VENTURE,D,15000,15.99,0,0.19,Y,5,11.289781913656018
MORTGAGE,12.0,HOMEIMPROVEMENT,B,21000,11.99,0,0.1,N,6,12.28146764625006
MORTGAGE,2.0,VENTURE,B,16000,12.21,0,0.13,N,5,11.695247021764184
MORTGAGE,18.0,VENTURE,A,8000,9.32,0,0.06,N,5,11.813030057420567
MORTGAGE,11.0,MEDICAL,B,14400,10.74,0,0.12,N,7,11.695247021764184
MORTGAGE,6.0,VENTURE,B,21000,10.99,0,0.17,N,5,11.751942365440728
MORTGAGE,11.0,EDUCATION,B,18000,11.48,0,0.2,N,8,11.429543856031176
RENT,15.0,MEDICAL,D,9000,15.33,1,0.16,N,6,10.94797798881208
MORTGAGE,12.0,PERSONAL,B,5000,11.99,1,0.04,N,5,11.735156600159415
MORTGAGE,2.0,PERSONAL,C,14000,14.27,0,0.39,N,10,10.494048144320972
MORTGAGE,14.0,PERSONAL,A,18000,8.49,0,0.2,N,7,11.407564949312402
OWN,0.0,MEDICAL,A,5000,5.42,0,0.125,N,5,10.596634733096073
MORTGAGE,0.0,HOMEIMPROVEMENT,B,3575,11.49,0,0.07,N,6,10.819778284410283
RENT,4.0,EDUCATION,D,15000,16.77,0,0.14,Y,6,11.555707138065504
RENT,2.0,HOMEIMPROVEMENT,A,20000,6.91,0,0.2,N,7,11.49272275765271
MORTGAGE,9.0,PERSONAL,E,3000,16.82,0,0.08,N,7,10.521372248595526
MORTGAGE,8.0,MEDICAL,B,8000,11.14,0,0.06,N,6,11.736069016284436
MORTGAGE,2.0,DEBTCONSOLIDATION,A,8000,6.76,0,0.06,N,6,11.736069016284436
MORTGAGE,3.0,DEBTCONSOLIDATION,A,2400,8.9,0,0.06,N,6,10.5653762371933
MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,7.49,0,0.15,N,7,11.082142548877776
MORTGAGE,4.0,EDUCATION,C,7000,13.49,0,0.13,N,7,10.915088464214609
RENT,1.0,DEBTCONSOLIDATION,B,6000,11.89,0,0.09,N,7,11.156250521031495
MORTGAGE,6.0,EDUCATION,A,6000,5.42,0,0.08,N,6,11.184421397998191
MORTGAGE,5.0,VENTURE,A,6450,5.99,0,0.05,N,6,11.856422966528196
MORTGAGE,5.0,MEDICAL,A,12300,7.88,0,0.22,N,8,10.948417730954375
RENT,5.0,MEDICAL,A,18825,7.9,1,0.45,N,9,10.645424897265505
MORTGAGE,4.0,DEBTCONSOLIDATION,B,13800,10.995555082490686,0,0.18,N,9,11.225243392518449
RENT,1.0,PERSONAL,B,1000,11.71,0,0.01,N,6,11.512925464970229
RENT,1.0,EDUCATION,B,6000,9.91,0,0.1,N,5,10.961277846683982
MORTGAGE,12.0,VENTURE,E,16000,15.95,0,0.22,N,5,11.184421397998191
RENT,4.0,EDUCATION,B,2400,10.995555082490686,0,0.06,N,10,10.59653472809574
RENT,0.0,DEBTCONSOLIDATION,C,2000,14.35,0,0.08,Y,8,10.085809109330082
RENT,0.0,VENTURE,A,10000,10.995555082490686,1,0.47,N,10,9.957975737820195
MORTGAGE,11.0,HOMEIMPROVEMENT,A,3600,6.03,0,0.03,N,5,11.608235644774552
RENT,0.0,MEDICAL,A,5000,6.91,0,0.2,N,7,10.102912017229745
MORTGAGE,2.0,VENTURE,A,10500,8.94,0,0.35,N,8,10.308952660644293
MORTGAGE,5.0,PERSONAL,A,3200,6.99,0,0.06,N,5,10.85892207152791
MORTGAGE,3.0,DEBTCONSOLIDATION,C,6250,12.53,0,0.05,N,9,11.695247021764184
MORTGAGE,0.0,HOMEIMPROVEMENT,B,10400,9.91,0,0.09,N,7,11.616275961893187
OWN,1.0,VENTURE,C,7500,13.47,0,0.16,N,6,10.776870783399009
RENT,14.0,DEBTCONSOLIDATION,A,18000,8.94,0,0.2,N,7,11.407564949312402
MORTGAGE,9.0,MEDICAL,D,10000,10.995555082490686,1,0.120048019207683,Y,5,11.330203828154934
RENT,4.0,EDUCATION,D,10000,16.49,0,0.13,Y,7,11.258033215341438
RENT,4.0,EDUCATION,C,7000,12.98,0,0.07,Y,8,11.48246625748552
RENT,8.0,EDUCATION,D,8000,16.29,0,0.14,Y,5,10.948839701563356
RENT,8.0,VENTURE,A,2500,5.79,0,0.06,N,8,10.596634733096073
RENT,14.0,HOMEIMPROVEMENT,C,15075,10.995555082490686,1,0.52,N,7,10.275051108968611
MORTGAGE,2.0,VENTURE,A,8325,6.99,0,0.08,N,10,11.57466946005458
RENT,1.0,PERSONAL,C,2800,13.04,0,0.04,N,7,11.112447898373103
RENT,2.0,VENTURE,C,7500,13.22,0,0.07,N,9,11.522875795823396
MORTGAGE,13.0,DEBTCONSOLIDATION,C,11275,12.99,0,0.05,Y,8,12.301382825334498
MORTGAGE,4.0,DEBTCONSOLIDATION,B,7000,10.99,0,0.28,N,10,10.126631103850338
MORTGAGE,6.0,PERSONAL,A,4000,5.99,0,0.04,N,7,11.461632170582678
RENT,4.0,EDUCATION,A,5000,6.17,0,0.06,N,8,11.289781913656018
RENT,5.0,EDUCATION,A,9000,7.49,0,0.25,N,6,10.502324053624832
MORTGAGE,10.0,VENTURE,A,5000,8.49,0,0.14,N,9,10.491274217438248
MORTGAGE,3.0,HOMEIMPROVEMENT,D,20000,16.77,0,0.31,Y,5,11.082142548877776
MORTGAGE,3.0,EDUCATION,D,8000,16.49,1,0.18,N,7,10.714417768752456
MORTGAGE,1.0,PERSONAL,A,10000,6.54,0,0.08,N,7,11.772979370304537
RENT,0.0,MEDICAL,A,3200,6.76,0,0.06,N,10,10.887436932884098
MORTGAGE,1.0,VENTURE,A,5125,8.59,0,0.07,N,8,11.26446410567173
MORTGAGE,2.0,VENTURE,A,6000,7.51,0,0.07,N,6,11.314474526246393
RENT,1.0,EDUCATION,A,3000,7.49,0,0.07,N,7,10.673595774232204
RENT,7.0,MEDICAL,D,3600,14.11,1,0.12,Y,8,10.341742483467284
RENT,0.0,MEDICAL,A,12000,8.94,0,0.13,N,6,11.396391648714276
MORTGAGE,9.0,VENTURE,F,18000,19.74,1,0.22,Y,8,11.326595886778737
RENT,4.0,PERSONAL,A,15000,6.91,0,0.24,N,9,11.029325827457829
RENT,1.0,EDUCATION,B,11450,9.99,1,0.38,N,6,10.308952660644293
MORTGAGE,2.0,PERSONAL,B,6500,9.99,0,0.25,N,9,10.166236358442696
MORTGAGE,4.0,HOMEIMPROVEMENT,B,14675,9.63,0,0.28,N,7,10.858998997563564
OWN,16.0,MEDICAL,A,10000,6.54,0,0.01,N,11,13.997832114758229
MORTGAGE,1.0,MEDICAL,A,10000,10.995555082490686,0,0.01,N,16,13.997832114758229
MORTGAGE,11.0,DEBTCONSOLIDATION,B,30000,12.69,0,0.03,N,15,13.710150042306449
MORTGAGE,8.0,PERSONAL,B,6000,10.995555082490686,0,0.01,N,12,13.710150042306449
RENT,20.0,VENTURE,C,35000,10.995555082490686,1,0.51,N,15,11.141861783579396
RENT,10.0,MEDICAL,A,35000,10.995555082490686,1,0.44,N,13,11.289781913656018
RENT,0.0,HOMEIMPROVEMENT,B,35000,11.99,1,0.44,N,17,11.289781913656018
MORTGAGE,14.0,DEBTCONSOLIDATION,B,25000,12.18,0,0.04,N,12,13.470199372675856
MORTGAGE,4.0,MEDICAL,C,20000,10.995555082490686,1,0.03,Y,16,13.279025187417703
MORTGAGE,16.0,MEDICAL,C,25000,12.53,0,0.04,Y,13,13.458835614025542
MORTGAGE,8.0,MEDICAL,D,35000,15.99,1,0.06,Y,11,13.200434912824484
RENT,5.0,HOMEIMPROVEMENT,A,35000,8.9,1,0.41,N,17,11.350406535472452
MORTGAGE,5.0,VENTURE,C,25000,12.61,0,0.05,Y,14,13.122363377404328
MORTGAGE,10.0,MEDICAL,B,35000,10.995555082490686,1,0.0866873065015479,N,11,12.908551153519005
MORTGAGE,3.0,DEBTCONSOLIDATION,A,16000,7.9,0,0.03,N,17,13.081541382884074
RENT,2.0,EDUCATION,D,35000,14.54,1,0.26,Y,17,11.79810440720389
MORTGAGE,12.0,HOMEIMPROVEMENT,A,35000,7.9,0,0.09,N,13,12.9190224533863
RENT,14.0,EDUCATION,C,6000,12.61,0,0.01,N,13,12.9190224533863
MORTGAGE,5.0,VENTURE,B,28000,9.91,0,0.07,N,11,12.89921982609012
MORTGAGE,3.0,MEDICAL,B,18000,11.49,0,0.05,N,16,12.765688433465597
OWN,11.0,VENTURE,B,9000,11.49,0,0.03,N,13,12.72486643894534
RENT,13.0,HOMEIMPROVEMENT,A,32400,10.995555082490686,1,0.48,N,13,11.12608582098523
RENT,2.0,DEBTCONSOLIDATION,E,30600,18.79,1,0.41,N,17,11.211820372186306
MORTGAGE,9.0,VENTURE,B,15000,10.62,0,0.05,N,17,12.631340380934516
MORTGAGE,6.0,HOMEIMPROVEMENT,C,10000,13.43,0,0.03,Y,12,12.628067055589549
MORTGAGE,22.0,VENTURE,E,20000,17.93,0,0.07,N,13,12.628067055589549
MORTGAGE,0.0,PERSONAL,D,10000,17.27,0,0.03,Y,14,12.611537753638338
RENT,19.0,DEBTCONSOLIDATION,B,30000,9.91,1,0.55,N,15,10.915088464214609
OWN,4.0,MEDICAL,B,1950,12.69,1,0.16,N,12,9.392661928770137
MORTGAGE,7.0,EDUCATION,B,25000,11.49,0,0.08,N,14,12.611537753638338
RENT,7.0,PERSONAL,D,30000,15.99,1,0.33,Y,11,11.407564949312402
OWN,4.0,DEBTCONSOLIDATION,A,4800,7.29,1,0.4,N,12,9.392661928770137
RENT,3.0,DEBTCONSOLIDATION,C,5000,14.26,0,0.02,N,16,12.542544882151386
RENT,0.0,EDUCATION,B,30000,9.91,0,0.14,N,17,12.301382825334498
MORTGAGE,0.0,PERSONAL,B,24000,10.37,0,0.09,N,11,12.498742259492994
MORTGAGE,14.0,DEBTCONSOLIDATION,B,21000,12.69,0,0.08,N,13,12.495003937382387
MORTGAGE,12.0,VENTURE,D,20000,14.96,0,0.08,N,12,12.468436909997664
MORTGAGE,14.0,PERSONAL,C,31400,14.27,0,0.13,Y,16,12.429216196844385
RENT,4.0,HOMEIMPROVEMENT,F,28000,18.62,1,0.5,N,14,10.941075139366465
OWN,5.0,HOMEIMPROVEMENT,B,2000,9.88,1,0.17,N,11,9.392661928770137
MORTGAGE,18.0,EDUCATION,B,5000,9.99,0,0.02,N,12,12.429216196844385
RENT,2.0,DEBTCONSOLIDATION,A,20000,7.88,0,0.08,N,17,12.429216196844385
MORTGAGE,14.0,DEBTCONSOLIDATION,C,4200,13.11,0,0.02,N,14,12.429216196844385
MORTGAGE,2.0,VENTURE,A,4000,7.14,0,0.02,N,12,12.429216196844385
MORTGAGE,0.0,HOMEIMPROVEMENT,D,25000,15.31,1,0.11,N,13,12.337100907936575
RENT,0.0,PERSONAL,C,26000,14.27,1,0.31,Y,15,11.350406535472452
MORTGAGE,6.0,MEDICAL,B,15000,11.83,0,0.06,N,15,12.358793732547838
MORTGAGE,19.0,HOMEIMPROVEMENT,D,25000,15.58,0,0.11,Y,15,12.345851979058454
RENT,2.0,MEDICAL,B,25000,12.18,1,0.53,N,15,10.757902880692196
RENT,14.0,PERSONAL,B,22200,12.69,0,0.1,N,12,12.323855681186558
MORTGAGE,13.0,HOMEIMPROVEMENT,D,35000,15.62,0,0.16,N,14,12.323855681186558
MORTGAGE,9.0,PERSONAL,C,10000,10.995555082490686,0,0.04,Y,11,12.323855681186558
RENT,8.0,MEDICAL,B,25000,10.99,1,0.1414027149321267,N,17,12.08277442918568
MORTGAGE,4.0,VENTURE,B,25000,10.37,0,0.12,N,14,12.254862809699606
MORTGAGE,11.0,EDUCATION,A,20000,6.17,0,0.1,N,17,12.254862809699606
MORTGAGE,3.0,VENTURE,C,16000,13.47,0,0.08,N,11,12.254862809699606
MORTGAGE,14.0,DEBTCONSOLIDATION,A,12000,9.63,0,0.06,N,12,12.254862809699606
RENT,4.0,HOMEIMPROVEMENT,E,25000,17.04,1,0.51,N,13,10.799575577092764
MORTGAGE,2.0,VENTURE,C,15000,12.04,0,0.07,N,13,12.21602297638334
RENT,2.0,EDUCATION,C,12450,12.23,0,0.06,N,15,12.213048259266598
RENT,4.0,DEBTCONSOLIDATION,B,25000,9.99,1,0.42,N,16,11.002099841204238
MORTGAGE,0.0,PERSONAL,C,5000,10.995555082490686,0,0.02,N,12,12.206092645330177
MORTGAGE,2.0,PERSONAL,A,25000,7.9,0,0.125,N,13,12.206072645530174
RENT,1.0,PERSONAL,B,7000,10.99,0,0.04,N,15,12.206072645530174
MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000,5.42,0,0.03,N,14,12.206072645530174
